"Story","Title","Result","Date","Stability","Duration (s)"
"Login","Đăng nhập vào trang SSO AEM","SUCCESS","2023-10-23T17:31:45.7089985+07:00[Asia/Bangkok]","0.0","55.55"
"Login","Compare giá sản phẩm ở PDP và PLD","SUCCESS","2023-10-27T11:28:51.6581022+07:00[Asia/Bangkok]","0.0","24.99"
